interval_start_local	interval_end_local	solar	wind	geothermal	biomass	biogas	small_hydro	coal	nuclear	natural_gas	large_hydro	batteries	imports	other
2023-12-01 00:00:00-03:00	2023-12-01 00:05:00-03:00	-49	4168	815	291	193	253	0	2248	15743	2708	2616	78	0
2023-12-01 00:05:00-03:00	2023-12-01 00:10:00-03:00	-49	4121	814	289	194	253	0	2246	15682	2720	2667	-26	0
2023-12-01 00:10:00-03:00	2023-12-01 00:15:00-03:00	-49	4085	815	291	194	253	0	2246	15678	2747	2596	-21	0
2023-12-01 00:15:00-03:00	2023-12-01 00:20:00-03:00	-49	4089	814	289	194	254	0	2246	15616	2753	2441	171	0
2023-12-01 00:20:00-03:00	2023-12-01 00:25:00-03:00	-49	4094	815	291	194	253	0	2247	15646	2751	2358	192	0
2023-12-01 00:25:00-03:00	2023-12-01 00:30:00-03:00	-48	4106	814	292	194	253	0	2246	15666	2726	2296	258	0
2023-12-01 00:30:00-03:00	2023-12-01 00:35:00-03:00	-49	4102	814	292	194	253	0	2246	15677	2712	2227	359	0
2023-12-01 00:35:00-03:00	2023-12-01 00:40:00-03:00	-49	4122	814	291	194	253	0	2246	15679	2718	2071	424	0
2023-12-01 00:40:00-03:00	2023-12-01 00:45:00-03:00	-49	4140	814	292	194	252	0	2246	15687	2719	1929	545	0
2023-12-01 00:45:00-03:00	2023-12-01 00:50:00-03:00	-49	4176	813	291	194	253	0	2247	15645	2714	1778	652	0
2023-12-01 00:50:00-03:00	2023-12-01 00:55:00-03:00	-49	4243	813	291	193	252	0	2247	15620	2713	1679	707	0
2023-12-01 00:55:00-03:00	2023-12-01 01:00:00-03:00	-49	4317	813	291	194	253	0	2247	15686	2705	1487	757	0
2023-12-01 01:00:00-03:00	2023-12-01 01:05:00-03:00	-49	4410	813	292	194	252	0	2247	15669	2699	1350	750	0
2023-12-01 01:05:00-03:00	2023-12-01 01:10:00-03:00	-49	4436	813	290	193	253	0	2247	15540	2638	1447	622	0
2023-12-01 01:10:00-03:00	2023-12-01 01:15:00-03:00	-49	4413	814	292	193	253	0	2246	15501	2602	1318	765	0
2023-12-01 01:15:00-03:00	2023-12-01 01:20:00-03:00	-48	4418	814	291	193	253	0	2246	15469	2535	1223	770	0
2023-12-01 01:20:00-03:00	2023-12-01 01:25:00-03:00	-48	4389	814	291	194	253	0	2247	15471	2504	1139	795	0
2023-12-01 01:25:00-03:00	2023-12-01 01:30:00-03:00	-48	4383	813	291	193	252	0	2246	15468	2498	1082	771	0
2023-12-01 01:30:00-03:00	2023-12-01 01:35:00-03:00	-48	4359	814	289	193	251	0	2246	15471	2508	992	823	0
2023-12-01 01:35:00-03:00	2023-12-01 01:40:00-03:00	-48	4302	814	289	194	251	0	2246	15447	2496	928	922	0
2023-12-01 01:40:00-03:00	2023-12-01 01:45:00-03:00	-48	4227	815	289	194	251	0	2246	15483	2470	876	1010	0
2023-12-01 01:45:00-03:00	2023-12-01 01:50:00-03:00	-48	4180	815	290	194	251	0	2246	15516	2471	831	1029	0
2023-12-01 01:50:00-03:00	2023-12-01 01:55:00-03:00	-48	4141	815	291	194	251	0	2245	15523	2477	816	1114	0
2023-12-01 01:55:00-03:00	2023-12-01 02:00:00-03:00	-48	4036	815	290	194	252	0	2246	15496	2479	775	1186	0
2023-12-01 02:00:00-03:00	2023-12-01 02:05:00-03:00	-48	3993	815	286	194	252	0	2246	15471	2481	750	1137	0
2023-12-01 02:05:00-03:00	2023-12-01 02:10:00-03:00	-48	3919	815	288	193	252	0	2246	15109	2499	1098	1212	0
2023-12-01 02:10:00-03:00	2023-12-01 02:15:00-03:00	-48	3896	814	289	194	252	0	2246	15060	2575	952	1365	0
2023-12-01 02:15:00-03:00	2023-12-01 02:20:00-03:00	-48	3894	815	290	193	249	0	2246	15091	2571	762	1352	0
2023-12-01 02:20:00-03:00	2023-12-01 02:25:00-03:00	-49	3921	814	291	194	249	0	2247	15086	2553	594	1531	0
2023-12-01 02:25:00-03:00	2023-12-01 02:30:00-03:00	-48	3963	814	293	193	248	0	2246	15198	2561	404	1589	0
2023-12-01 02:30:00-03:00	2023-12-01 02:35:00-03:00	-49	3993	814	293	194	249	0	2246	15223	2566	148	1739	0
2023-12-01 02:35:00-03:00	2023-12-01 02:40:00-03:00	-49	4033	814	293	194	249	0	2246	15010	2566	190	1659	0
2023-12-01 02:40:00-03:00	2023-12-01 02:45:00-03:00	-49	4061	814	296	194	249	0	2247	14899	2542	122	1666	0
2023-12-01 02:45:00-03:00	2023-12-01 02:50:00-03:00	-49	4073	814	294	193	249	0	2246	14838	2527	106	1654	0
2023-12-01 02:50:00-03:00	2023-12-01 02:55:00-03:00	-48	4086	814	294	193	249	0	2247	14708	2526	65	1673	0
2023-12-01 02:55:00-03:00	2023-12-01 03:00:00-03:00	-48	4050	815	291	193	250	0	2247	14433	2521	94	1797	0
2023-12-01 03:00:00-03:00	2023-12-01 03:05:00-03:00	-48	4027	815	288	194	250	0	2248	14327	2481	63	1851	0
2023-12-01 03:05:00-03:00	2023-12-01 03:10:00-03:00	-49	4019	815	287	194	251	0	2247	14248	2426	82	1838	0
2023-12-01 03:10:00-03:00	2023-12-01 03:15:00-03:00	-49	4015	815	286	194	251	0	2249	14270	2357	-10	1859	0
2023-12-01 03:15:00-03:00	2023-12-01 03:20:00-03:00	-48	3998	815	288	194	252	0	2248	14319	2318	-129	1965	0
2023-12-01 03:20:00-03:00	2023-12-01 03:25:00-03:00	-48	3991	815	287	194	252	0	2248	14261	2314	-153	1950	0
2023-12-01 03:25:00-03:00	2023-12-01 03:30:00-03:00	-48	4031	815	286	194	252	0	2249	14261	2306	-244	1998	0
2023-12-01 03:30:00-03:00	2023-12-01 03:35:00-03:00	-48	4088	815	283	194	252	0	2249	14263	2294	-344	2030	0
2023-12-01 03:35:00-03:00	2023-12-01 03:40:00-03:00	-48	4140	816	287	194	253	0	2249	14246	2290	-397	1973	0
2023-12-01 03:40:00-03:00	2023-12-01 03:45:00-03:00	-48	4159	816	287	194	254	0	2249	14116	2295	-379	1892	0
2023-12-01 03:45:00-03:00	2023-12-01 03:50:00-03:00	-49	4157	816	285	194	254	0	2249	14051	2290	-414	1880	0
2023-12-01 03:50:00-03:00	2023-12-01 03:55:00-03:00	-48	4185	816	286	194	254	0	2250	14106	2286	-599	2019	0
2023-12-01 03:55:00-03:00	2023-12-01 04:00:00-03:00	-48	4229	815	285	194	255	0	2249	13886	2240	-563	2008	0
2023-12-01 04:00:00-03:00	2023-12-01 04:05:00-03:00	-48	4235	816	283	194	231	0	2249	13783	2166	-504	1944	0
2023-12-01 04:05:00-03:00	2023-12-01 04:10:00-03:00	-48	4250	815	283	194	229	0	2249	13502	2122	-321	1636	0
