interval_start_local	interval_end_local	solar	wind	geothermal	biomass	biogas	small_hydro	coal	nuclear	natural_gas	large_hydro	batteries	imports	other
2024-10-01 00:00:00-03:00	2024-10-01 00:05:00-03:00	1	802	707	297	169	285	0	2224	17554	3210	4504	5962	0
2024-10-01 00:05:00-03:00	2024-10-01 00:10:00-03:00	1	812	718	297	168	284	0	2223	17352	3250	4985	5510	0
2024-10-01 00:10:00-03:00	2024-10-01 00:15:00-03:00	1	804	737	298	168	285	0	2224	17143	3281	5223	5227	0
2024-10-01 00:15:00-03:00	2024-10-01 00:20:00-03:00	3	800	736	299	168	285	0	2224	17174	3286	4967	5340	0
2024-10-01 00:20:00-03:00	2024-10-01 00:25:00-03:00	3	793	736	298	169	285	0	2223	17155	3276	4833	5321	0
2024-10-01 00:25:00-03:00	2024-10-01 00:30:00-03:00	4	799	734	299	166	285	0	2223	16976	3269	4646	5551	0
2024-10-01 00:30:00-03:00	2024-10-01 00:35:00-03:00	5	805	732	298	161	285	0	2224	16834	3274	4395	5854	0
2024-10-01 00:35:00-03:00	2024-10-01 00:40:00-03:00	7	787	725	298	161	286	0	2225	16746	3264	4233	5967	0
2024-10-01 00:40:00-03:00	2024-10-01 00:45:00-03:00	9	771	713	297	163	286	0	2225	16767	3253	4025	6047	0
2024-10-01 00:45:00-03:00	2024-10-01 00:50:00-03:00	10	756	709	299	162	285	0	2225	16798	3238	3744	6141	0
2024-10-01 00:50:00-03:00	2024-10-01 00:55:00-03:00	10	735	707	298	162	285	0	2226	16713	3232	3673	6152	0
2024-10-01 00:55:00-03:00	2024-10-01 01:00:00-03:00	10	717	705	297	162	286	0	2225	16649	3219	3498	6229	0
2024-10-01 01:00:00-03:00	2024-10-01 01:05:00-03:00	11	706	705	297	163	286	0	2225	16596	3130	3404	6291	0
2024-10-01 01:05:00-03:00	2024-10-01 01:10:00-03:00	10	699	707	299	163	286	0	2225	16062	2953	4201	6303	0
