interval_start_local	interval_end_local	solar	wind	geothermal	biomass	biogas	small_hydro	coal	nuclear	natural_gas	large_hydro	batteries	imports	other
2024-08-01 00:00:00-03:00	2024-08-01 00:05:00-03:00	435	2122	788.0	329	153	304	-3	2265	18558	4548	6425	1079	0
2024-08-01 00:05:00-03:00	2024-08-01 00:10:00-03:00	420	2172	788.0	330	152	304	-3	2264	18573	4520	6443	992	0
2024-08-01 00:10:00-03:00	2024-08-01 00:15:00-03:00	407	2195	788.0	330	152	302	-3	2264	18580	4519	6520	921	0
2024-08-01 00:15:00-03:00	2024-08-01 00:20:00-03:00	417	2215	788.0	329	152	306	-3	2263	18654	4477	6396	931	0
2024-08-01 00:20:00-03:00	2024-08-01 00:25:00-03:00	417	2258	788.0	328	152	305	-3	2264	18571	4393	6505	950	0
2024-08-01 00:25:00-03:00	2024-08-01 00:30:00-03:00	422	2293	787.0	327	152	305	-3	2264	18496	4389	6392	1060	0
2024-08-01 00:30:00-03:00	2024-08-01 00:35:00-03:00	417	2298	787.0	326	152	305	-4	2265	18483	4391	6262	1155	0
2024-08-01 00:35:00-03:00	2024-08-01 00:40:00-03:00	418	2286	789.0	327	152	304	-3	2263	18429	4383	6211	1162	0
2024-08-01 00:40:00-03:00	2024-08-01 00:45:00-03:00	419	2264	789.0	326	154	306	-3	2263	18432	4370	6107	1197	0
2024-08-01 00:45:00-03:00	2024-08-01 00:50:00-03:00	421	2279	788.0	326	152	304	-3	2264	18407	4381	5902	1269	0
2024-08-01 00:50:00-03:00	2024-08-01 00:55:00-03:00	422	2302	789.0	328	152	304	-3	2264	18250	4391	5892	1297	0
2024-08-01 00:55:00-03:00	2024-08-01 01:00:00-03:00	423	2294	789.0	327	153	303	-3	2264	18201	4401	5756	1277	0
2024-08-01 01:00:00-03:00	2024-08-01 01:05:00-03:00	285	2277	790.0	329	153	304	-3	2263	18128	4328	5657	1346	0
2024-08-01 01:05:00-03:00	2024-08-01 01:10:00-03:00	-13	2259	790.0	328	154	304	-3	2264	17967	4148	5994	1395	0
2024-08-01 01:10:00-03:00	2024-08-01 01:15:00-03:00	-14	2227	790.0	328	151	303	-3	2264	17921	4074	5950	1569	0
2024-08-01 01:15:00-03:00	2024-08-01 01:20:00-03:00	-13	2231	790.0	327	151	303	-2	2263	17864	4061	5769	1702	0
2024-08-01 01:20:00-03:00	2024-08-01 01:25:00-03:00	-12	2259	781.0	327	151	302	-3	2264	17630	4060	5802	1812	0
2024-08-01 01:25:00-03:00	2024-08-01 01:30:00-03:00	-13	2296	784.0	326	150	303	-2	2263	17528	4099	5381	2061	0
2024-08-01 01:30:00-03:00	2024-08-01 01:35:00-03:00	-13	2330	788.0	329	151	302	-2	2264	17399	4110	5150	2233	0
2024-08-01 01:35:00-03:00	2024-08-01 01:40:00-03:00	-14	2358	791.0	328	151	299	-3	2264	17105	4083	5116	2350	0
2024-08-01 01:40:00-03:00	2024-08-01 01:45:00-03:00	-12	2399	791.0	327	151	299	-2	2264	17039	4081	4846	2507	0
2024-08-01 01:45:00-03:00	2024-08-01 01:50:00-03:00	-12	2488	791.0	325	151	300	-3	2264	16996	4056	4522	2693	0
2024-08-01 01:50:00-03:00	2024-08-01 01:55:00-03:00	-11	2558	792.0	327	150	301	-2	2264	16953	4045	4046	2974	0
