interval_start_local	interval_end_local	solar	wind	geothermal	biomass	biogas	small_hydro	coal	nuclear	natural_gas	large_hydro	batteries	imports	other
2023-11-01 00:00:00-03:00	2023-11-01 00:05:00-03:00	-53	1005	787	123	169	246	0	1100	15327	2842	1928	3000	0
2023-11-01 00:05:00-03:00	2023-11-01 00:10:00-03:00	-52	1015	788	123	169	243	0	1101	15213	2783	2015	3064	0
2023-11-01 00:10:00-03:00	2023-11-01 00:15:00-03:00	-52	1024	789	123	168	223	0	1101	15217	2762	1862	3193	0
2023-11-01 00:15:00-03:00	2023-11-01 00:20:00-03:00	-52	1036	789	123	169	224	0	1100	15267	2767	1830	3126	0
2023-11-01 00:20:00-03:00	2023-11-01 00:25:00-03:00	-52	1051	789	123	169	224	0	1101	15279	2772	1813	3078	0
2023-11-01 00:25:00-03:00	2023-11-01 00:30:00-03:00	-52	1057	788	123	169	225	0	1101	15356	2784	1703	3081	0
2023-11-01 00:30:00-03:00	2023-11-01 00:35:00-03:00	-52	1056	789	123	169	225	0	1101	15404	2792	1585	3139	0
2023-11-01 00:35:00-03:00	2023-11-01 00:40:00-03:00	-52	1090	789	123	169	225	0	1101	15315	2786	1489	3237	0
2023-11-01 00:40:00-03:00	2023-11-01 00:45:00-03:00	-52	1117	789	123	169	225	0	1100	15343	2786	1396	3275	0
2023-11-01 00:45:00-03:00	2023-11-01 00:50:00-03:00	-52	1138	789	122	169	225	0	1101	15327	2733	1426	3203	0
2023-11-01 00:50:00-03:00	2023-11-01 00:55:00-03:00	-52	1153	790	121	169	225	0	1101	15308	2554	1585	3151	0
2023-11-01 00:55:00-03:00	2023-11-01 01:00:00-03:00	-52	1169	789	122	169	225	0	1101	15308	2541	1511	3216	0
2023-11-01 01:00:00-03:00	2023-11-01 01:05:00-03:00	-52	1188	789	122	169	224	0	1102	15305	2522	1574	3094	0
2023-11-01 01:05:00-03:00	2023-11-01 01:10:00-03:00	-52	1181	789	125	169	224	0	1102	15437	2520	1744	2947	0
2023-11-01 01:10:00-03:00	2023-11-01 01:15:00-03:00	-52	1164	790	125	169	226	0	1101	15588	2503	1576	3003	0
2023-11-01 01:15:00-03:00	2023-11-01 01:20:00-03:00	-52	1158	790	125	169	225	0	1101	15597	2489	1499	3046	0
2023-11-01 01:20:00-03:00	2023-11-01 01:25:00-03:00	-52	1162	789	124	169	226	0	1101	15574	2487	1595	2937	0
2023-11-01 01:25:00-03:00	2023-11-01 01:30:00-03:00	-52	1166	789	125	169	225	0	1102	15578	2488	1432	3017	0
2023-11-01 01:30:00-03:00	2023-11-01 01:35:00-03:00	-52	1168	789	126	169	225	0	1102	15587	2496	1286	3065	0
2023-11-01 01:35:00-03:00	2023-11-01 01:40:00-03:00	-52	1163	789	128	168	225	0	1102	15437	2494	1281	3132	0
2023-11-01 01:40:00-03:00	2023-11-01 01:45:00-03:00	-52	1163	789	127	168	226	0	1102	15364	2491	1268	3162	0
2023-11-01 01:45:00-03:00	2023-11-01 01:50:00-03:00	-52	1162	789	126	169	225	0	1102	15327	2503	1116	3262	0
2023-11-01 01:50:00-03:00	2023-11-01 01:55:00-03:00	-52	1169	789	126	169	225	0	1102	15253	2501	1020	3332	0
2023-11-01 01:55:00-03:00	2023-11-01 02:00:00-03:00	-52	1148	788	126	168	225	0	1103	15184	2499	956	3352	0
2023-11-01 02:00:00-03:00	2023-11-01 02:05:00-03:00	-52	1127	788	127	168	225	0	1102	15195	2477	1094	3158	0
2023-11-01 02:05:00-03:00	2023-11-01 02:10:00-03:00	-52	1127	788	126	168	225	0	1102	15070	2440	1761	2523	0
2023-11-01 02:10:00-03:00	2023-11-01 02:15:00-03:00	-52	1108	788	127	168	224	0	1103	15125	2460	1723	2391	0
2023-11-01 02:15:00-03:00	2023-11-01 02:20:00-03:00	-52	1083	789	126	169	224	0	1102	15117	2470	1567	2453	0
2023-11-01 02:20:00-03:00	2023-11-01 02:25:00-03:00	-52	1062	789	126	168	224	0	1102	15009	2477	1285	2702	0
2023-11-01 02:25:00-03:00	2023-11-01 02:30:00-03:00	-52	1051	788	126	168	225	0	1103	14986	2469	1194	2708	0
2023-11-01 02:30:00-03:00	2023-11-01 02:35:00-03:00	-52	1046	788	125	168	225	0	1103	14991	2464	1003	2784	0
2023-11-01 02:35:00-03:00	2023-11-01 02:40:00-03:00	-52	1051	787	121	168	224	0	1102	14933	2426	864	2810	0
2023-11-01 02:40:00-03:00	2023-11-01 02:45:00-03:00	-52	1046	788	118	168	224	0	1103	14932	2420	656	2933	0
2023-11-01 02:45:00-03:00	2023-11-01 02:50:00-03:00	-52	1049	787	116	168	224	0	1103	14938	2397	527	2956	0
2023-11-01 02:50:00-03:00	2023-11-01 02:55:00-03:00	-52	1048	787	114	169	224	0	1102	14944	2397	370	3025	0
2023-11-01 02:55:00-03:00	2023-11-01 03:00:00-03:00	-52	1051	788	116	169	224	0	1103	14883	2360	316	3026	0
2023-11-01 03:00:00-03:00	2023-11-01 03:05:00-03:00	-52	1057	788	119	169	224	0	1103	14802	2231	327	3030	0
2023-11-01 03:05:00-03:00	2023-11-01 03:10:00-03:00	-53	1060	787	120	169	223	0	1102	14817	2160	353	2976	0
2023-11-01 03:10:00-03:00	2023-11-01 03:15:00-03:00	-52	1067	787	119	169	222	0	1102	14853	2148	246	3028	0
2023-11-01 03:15:00-03:00	2023-11-01 03:20:00-03:00	-53	1082	787	120	168	222	0	1103	14871	2136	160	3012	0
2023-11-01 03:20:00-03:00	2023-11-01 03:25:00-03:00	-53	1091	787	120	169	221	0	1103	14813	2132	149	3006	0
2023-11-01 03:25:00-03:00	2023-11-01 03:30:00-03:00	-53	1095	786	120	168	222	0	1103	14801	2131	76	3011	0
2023-11-01 03:30:00-03:00	2023-11-01 03:35:00-03:00	-53	1108	785	119	168	222	0	1103	14731	2113	-85	3092	0
2023-11-01 03:35:00-03:00	2023-11-01 03:40:00-03:00	-53	1112	786	121	169	222	0	1102	14707	2113	-188	3146	0
2023-11-01 03:40:00-03:00	2023-11-01 03:45:00-03:00	-52	1119	786	122	169	222	0	1102	14552	2113	-170	3126	0
2023-11-01 03:45:00-03:00	2023-11-01 03:50:00-03:00	-52	1142	786	122	169	222	0	1103	14441	2110	-148	3100	0
2023-11-01 03:50:00-03:00	2023-11-01 03:55:00-03:00	-52	1170	784	119	169	222	0	1103	14335	2117	-86	2993	0
2023-11-01 03:55:00-03:00	2023-11-01 04:00:00-03:00	-52	1195	761	120	169	222	0	1102	14192	2079	-78	3052	0
2023-11-01 04:00:00-03:00	2023-11-01 04:05:00-03:00	-52	1214	749	122	169	221	0	1102	14008	1916	-16	3168	0
2023-11-01 04:05:00-03:00	2023-11-01 04:10:00-03:00	-52	1218	740	122	169	219	0	1103	13579	1624	665	3360	0
2023-11-01 04:10:00-03:00	2023-11-01 04:15:00-03:00	-52	1220	740	121	169	206	0	1103	13575	1468	970	3399	0
2023-11-01 04:15:00-03:00	2023-11-01 04:20:00-03:00	-51	1235	742	121	168	205	0	1102	13828	1441	712	3578	0
2023-11-01 04:20:00-03:00	2023-11-01 04:25:00-03:00	-52	1261	743	121	168	206	0	1102	13734	1387	645	3683	0
2023-11-01 04:25:00-03:00	2023-11-01 04:30:00-03:00	-52	1287	745	120	169	206	0	1103	13663	1356	522	3734	0
2023-11-01 04:30:00-03:00	2023-11-01 04:35:00-03:00	-52	1311	751	120	169	205	0	1103	13628	1349	455	3737	0
2023-11-01 04:35:00-03:00	2023-11-01 04:40:00-03:00	-53	1325	751	121	169	205	0	1103	13626	1332	334	3784	0
2023-11-01 04:40:00-03:00	2023-11-01 04:45:00-03:00	-53	1340	751	124	169	206	0	1103	13583	1319	345	3732	0
2023-11-01 04:45:00-03:00	2023-11-01 04:50:00-03:00	-53	1353	751	123	169	205	0	1103	13599	1301	277	3748	0
2023-11-01 04:50:00-03:00	2023-11-01 04:55:00-03:00	-53	1358	750	123	169	207	0	1103	13633	1273	180	3788	0
2023-11-01 04:55:00-03:00	2023-11-01 05:00:00-03:00	-52	1363	750	123	169	210	0	1103	13642	1261	88	3792	0
2023-11-01 05:00:00-03:00	2023-11-01 05:05:00-03:00	-53	1358	751	123	169	210	0	1104	13647	1260	34	3785	0
2023-11-01 05:05:00-03:00	2023-11-01 05:10:00-03:00	-53	1343	751	123	169	210	0	1104	14033	1310	-138	3655	0
2023-11-01 05:10:00-03:00	2023-11-01 05:15:00-03:00	-53	1329	750	123	170	210	0	1104	14257	1319	-246	3579	0
2023-11-01 05:15:00-03:00	2023-11-01 05:20:00-03:00	-53	1323	750	121	170	210	0	1104	14264	1326	-329	3591	0
2023-11-01 05:20:00-03:00	2023-11-01 05:25:00-03:00	-52	1318	751	122	170	210	0	1104	14239	1298	-387	3618	0
2023-11-01 05:25:00-03:00	2023-11-01 05:30:00-03:00	-52	1313	752	121	170	210	0	1105	14256	1280	-345	3552	0
2023-11-01 05:30:00-03:00	2023-11-01 05:35:00-03:00	-52	1301	752	120	170	210	0	1105	14290	1281	-401	3555	0
2023-11-01 05:35:00-03:00	2023-11-01 05:40:00-03:00	-53	1301	752	121	170	210	0	1105	14134	1305	-437	3626	0
2023-11-01 05:40:00-03:00	2023-11-01 05:45:00-03:00	-52	1311	752	121	170	210	0	1105	14023	1301	-428	3656	0
2023-11-01 05:45:00-03:00	2023-11-01 05:50:00-03:00	-53	1314	752	121	169	210	0	1104	14036	1307	-452	3630	0
2023-11-01 05:50:00-03:00	2023-11-01 05:55:00-03:00	-53	1314	752	122	169	210	0	1104	14044	1307	-463	3596	0
2023-11-01 05:55:00-03:00	2023-11-01 06:00:00-03:00	-52	1307	752	122	169	210	0	1105	14011	1299	-434	3559	0
2023-11-01 06:00:00-03:00	2023-11-01 06:05:00-03:00	-52	1298	752	121	169	210	0	1105	14019	1286	-469	3581	0
2023-11-01 06:05:00-03:00	2023-11-01 06:10:00-03:00	-52	1295	752	122	169	209	0	1104	14160	1318	-275	3267	0
2023-11-01 06:10:00-03:00	2023-11-01 06:15:00-03:00	-52	1306	752	123	169	208	0	1104	14170	1341	-259	3176	0
2023-11-01 06:15:00-03:00	2023-11-01 06:20:00-03:00	-52	1311	752	124	170	209	0	1105	14167	1346	-317	3189	0
2023-11-01 06:20:00-03:00	2023-11-01 06:25:00-03:00	-52	1307	752	124	169	209	0	1104	14144	1324	-386	3256	0
2023-11-01 06:25:00-03:00	2023-11-01 06:30:00-03:00	-52	1308	752	124	169	208	0	1104	14229	1301	-563	3401	0
2023-11-01 06:30:00-03:00	2023-11-01 06:35:00-03:00	-52	1303	754	125	169	209	0	1104	14204	1299	-618	3409	0
2023-11-01 06:35:00-03:00	2023-11-01 06:40:00-03:00	-52	1298	754	124	169	209	0	1104	14146	1283	-614	3404	0
2023-11-01 06:40:00-03:00	2023-11-01 06:45:00-03:00	-52	1290	754	125	169	209	0	1103	14085	1252	-591	3398	0
2023-11-01 06:45:00-03:00	2023-11-01 06:50:00-03:00	-52	1278	754	125	169	209	0	1104	14030	1254	-564	3400	0
2023-11-01 06:50:00-03:00	2023-11-01 06:55:00-03:00	-52	1267	754	123	169	209	0	1104	14008	1274	-530	3328	0
2023-11-01 06:55:00-03:00	2023-11-01 07:00:00-03:00	-53	1268	754	124	169	209	0	1103	14007	1279	-553	3328	0
2023-11-01 07:00:00-03:00	2023-11-01 07:05:00-03:00	-53	1266	754	125	169	209	0	1103	13981	1277	-556	3348	0
2023-11-01 07:05:00-03:00	2023-11-01 07:10:00-03:00	-53	1281	754	125	169	207	0	1102	13983	1292	-542	3331	0
2023-11-01 07:10:00-03:00	2023-11-01 07:15:00-03:00	-53	1292	753	127	169	207	0	1103	13939	1253	-520	3347	0
2023-11-01 07:15:00-03:00	2023-11-01 07:20:00-03:00	-53	1307	754	127	169	207	0	1103	14000	1246	-550	3374	0
2023-11-01 07:20:00-03:00	2023-11-01 07:25:00-03:00	-53	1311	754	125	169	206	0	1102	13939	1245	-541	3386	0
2023-11-01 07:25:00-03:00	2023-11-01 07:30:00-03:00	-53	1302	753	125	170	206	0	1102	13946	1197	-545	3412	0
2023-11-01 07:30:00-03:00	2023-11-01 07:35:00-03:00	-53	1297	754	125	170	206	0	1103	14002	1182	-577	3439	0
2023-11-01 07:35:00-03:00	2023-11-01 07:40:00-03:00	-53	1296	754	126	170	206	0	1103	13951	1182	-546	3443	0
2023-11-01 07:40:00-03:00	2023-11-01 07:45:00-03:00	-53	1298	754	128	170	207	0	1102	13916	1189	-525	3429	0
2023-11-01 07:45:00-03:00	2023-11-01 07:50:00-03:00	-53	1302	756	128	169	207	0	1103	13895	1199	-491	3378	0
2023-11-01 07:50:00-03:00	2023-11-01 07:55:00-03:00	-53	1284	752	128	169	207	0	1102	13884	1201	-476	3364	0
